# x_m,y_m,w_tr_right_m,w_tr_left_m
4.1040,0.1760,0.5053,0.5053
4.0920,0.1760,0.5046,0.5046
4.0800,0.1760,0.5041,0.5041
4.0680,0.1760,0.5040,0.5040
4.0560,0.1760,0.5040,0.5040
4.0440,0.1760,0.5040,0.5040
4.0320,0.1760,0.5040,0.5040
4.0200,0.1760,0.5040,0.5040
4.0080,0.1760,0.5040,0.5040
3.9960,0.1880,0.5160,0.5160
3.9840,0.1880,0.5160,0.5160
3.9720,0.1880,0.5160,0.5160
3.9600,0.1880,0.5160,0.5160
3.9480,0.1880,0.5160,0.5160
3.9360,0.1880,0.5160,0.5160
3.9240,0.1880,0.5160,0.5160
3.9120,0.1880,0.5160,0.5160
3.9000,0.1880,0.5160,0.5160
3.8880,0.2000,0.5280,0.5280
3.8760,0.2000,0.5280,0.5280
3.8640,0.2000,0.5280,0.5280
3.8520,0.2000,0.5280,0.5280
3.8400,0.2000,0.5281,0.5281
3.8280,0.2000,0.5285,0.5285
3.8160,0.2000,0.5292,0.5292
3.8040,0.2000,0.5302,0.5302
3.7920,0.2000,0.5314,0.5314
3.7800,0.2000,0.5329,0.5329
3.7680,0.2000,0.5346,0.5346
3.7560,0.2000,0.5367,0.5367
3.7440,0.2120,0.5507,0.5507
3.7320,0.2120,0.5532,0.5532
3.7200,0.2120,0.5559,0.5559
3.7080,0.2120,0.5589,0.5589
3.6960,0.2120,0.5621,0.5621
3.6840,0.2120,0.5655,0.5655
3.6720,0.2120,0.5692,0.5692
3.6600,0.2120,0.5731,0.5731
3.6480,0.2120,0.5772,0.5772
3.6360,0.2120,0.5816,0.5816
3.6240,0.2120,0.5862,0.5862
3.6120,0.2120,0.5909,0.5909
3.6000,0.2120,0.5959,0.5959
3.5880,0.2120,0.6011,0.6011
3.5760,0.2120,0.6064,0.6064
3.5640,0.2120,0.6115,0.6115
3.5520,0.2120,0.6149,0.6149
3.5400,0.2120,0.6186,0.6186
3.5280,0.2120,0.6224,0.6224
3.5160,0.2240,0.6143,0.6143
3.5040,0.2240,0.6170,0.6170
3.4920,0.2240,0.6199,0.6199
3.4800,0.2240,0.6231,0.6231
3.4680,0.2240,0.6261,0.6261
3.4560,0.2240,0.6287,0.6287
